2, 59015, 105985, 0
3, 62611, 107365, 0
4, 77388, 107022, 0
5, 72328, 103636, 0
6, 76315, 103636, 0
7, 80796, 104869, 0
8, 79456, 106690, 0
9, 88089, 107320, 0
10, 64739, 106529, 0
11, 84533, 105727, 0
12, 83981, 107347, 0
13, 83470, 106905, 0
14, 81946, 107174, 0
15, 71763, 106903, 0
16, 75974, 106903, 0
17, 69707, 106947, 0
18, 59046, 106947, 0
19, 62024, 107024, 0
20, 74570, 106428, 0
21, 61129, 106428, 0
22, 75167, 106428, 0
23, 68986, 106109, 0
24, 70083, 107365, 0
25, 82752, 107363, 0
26, 73972, 107363, 0
27, 69992, 107363, 0
28, 75996, 107289, 0
29, 66137, 107289, 0
30, 65675, 101166, 0
31, 72213, 107072, 0
32, 80949, 107212, 0
33, 70808, 106842, 0
34, 71174, 103770, 0
35, 66581, 106568, 0
36, 84934, 107329, 0
37, 76361, 105039, 0
38, 79345, 105039, 0
39, 79303, 107089, 0
40, 83708, 106840, 0
41, 71333, 102475, 0
42, 73535, 106943, 0
43, 90519, 107367, 0
44, 74397, 106611, 0
45, 90816, 106738, 0
46, 80701, 104407, 0
47, 66941, 104490, 0
48, 85276, 107337, 0
49, 81197, 107079, 0
50, 87802, 105502, 0
51, 76519, 106997, 0
52, 73595, 107174, 0
53, 85128, 107173, 0
54, 68539, 102580, 0
55, 75578, 107324, 0
56, 93193, 103137, 0
57, 67174, 107126, 0
58, 63253, 107346, 0
59, 70090, 107365, 0
60, 73642, 106971, 0
61, 45391, 104152, 0
62, 59006, 99364.5, 0
63, 71360, 107203, 0
64, 73545, 107284, 0
65, 84831, 107170, 0
66, 94438, 105811, 0
67, 76968, 104959, 0
68, 64622, 107337, 0
69, 68723, 107336, 0
70, 68100, 107336, 0
71, 60584, 107039, 0
72, 76525, 107256, 0
73, 87012, 107256, 0
74, 74609, 106919, 0
75, 81618, 107323, 0
76, 70174, 106025, 0
77, 80643, 106540, 0
78, 74586, 107195, 0
79, 84398, 107368, 0
80, 88438, 106757, 0
81, 73685, 106289, 0
82, 82542, 106614, 0
83, 84554, 107216, 0
84, 84020, 107298, 0
85, 88674, 106949, 0
86, 83470, 107351, 0
87, 84217, 107044, 0
88, 81759, 107147, 0
89, 62161, 107221, 0
90, 95472, 107311, 0
91, 71673, 106276, 0
92, 62870, 100852, 0
93, 78880, 105460, 0
94, 76380, 104776, 0
95, 56355, 103342, 0
96, 65402, 106367, 0
97, 69047, 106346, 0
98, 73535, 106346, 0
99, 84642, 107215, 0
100, 81349, 107285, 0
101, 58112, 106794, 0
102, 79575, 106755, 0
103, 64485, 106954, 0
104, 63177, 107309, 0
105, 89696, 107292, 0
106, 73967, 107288, 0
107, 65271, 105341, 0
108, 76115, 107262, 0
109, 98876, 107200, 0
110, 72003, 107269, 0
111, 55920, 107145, 0
112, 75345, 107133, 0
113, 54235, 107012, 0
114, 75175, 106583, 0
115, 61794, 105722, 0
116, 90067, 107253, 0
117, 87198, 107368, 0
118, 80218, 107111, 0
119, 71446, 107313, 0
120, 72925, 107324, 0
121, 70706, 106479, 0
122, 64577, 95084.3, 0
123, 91447, 106983, 0
124, 79261, 107146, 0
125, 82680, 107283, 0
126, 74651, 107283, 0
127, 70477, 107283, 0
128, 64107, 105851, 0
129, 75802, 106363, 0
130, 76587, 105136, 0
131, 76665, 107235, 0
132, 75046, 107352, 0
133, 76575, 107073, 0
134, 76961, 107263, 0
135, 68116, 105723, 0
136, 68981, 106783, 0
137, 92115, 107234, 0
138, 80205, 107337, 0
139, 69084, 106866, 0
140, 57788, 105566, 0
141, 58822, 106989, 0
142, 78412, 107028, 0
143, 92123, 107231, 0
144, 84958, 107025, 0
145, 75827, 106606, 0
146, 69348, 102175, 0
147, 85401, 107239, 0
148, 84867, 107351, 0
149, 70596, 107329, 0
150, 79966, 107329, 0
151, 86617, 107329, 0
152, 85756, 107346, 0
153, 96807, 106803, 0
154, 76838, 107338, 0
155, 75941, 99812.5, 0
156, 60859, 104550, 0
157, 98868, 106164, 0
158, 81323, 104115, 0
159, 74582, 107336, 0
160, 74623, 106671, 0
161, 87661, 107253, 0
162, 70084, 107188, 0
163, 84498, 105145, 0
164, 61802, 105145, 0
165, 74720, 107122, 0
166, 73564, 104825, 0
167, 85858, 106083, 0
168, 78475, 107367, 0
169, 72215, 107367, 0
170, 92481, 107286, 0
171, 51396, 107336, 0
172, 72562, 107315, 0
173, 67634, 107314, 0
174, 82341, 107360, 0
175, 84627, 107113, 0
176, 91756, 107325, 0
177, 90897, 107343, 0
178, 83393, 106560, 0
179, 81511, 104949, 0
180, 77637, 105428, 0
181, 59611, 105425, 0
182, 79119, 105659, 0
183, 91649, 106813, 0
184, 84286, 104803, 0
185, 85078, 106945, 0
186, 74352, 104610, 0
187, 76266, 105387, 0
188, 66839, 105420, 0
189, 72493, 107146, 0
190, 83030, 107366, 0
191, 75749, 105379, 0
192, 99142, 107327, 0
193, 80045, 106716, 0
194, 70959, 105695, 0
195, 77024, 107358, 0
196, 83356, 107356, 0
197, 88181, 107186, 0
198, 70811, 106472, 0
199, 54074, 105334, 0
200, 60687, 104620, 0
201, 80129, 107256, 0
202, 70010, 106294, 0
203, 78546, 106736, 0
204, 73403, 107028, 0
205, 71595, 107035, 0
206, 64052, 104805, 0
207, 85339, 106760, 0
208, 74031, 105069, 0
209, 82499, 99262.2, 0
210, 79642, 107367, 0
211, 68259, 107304, 0
212, 66002, 107148, 0
213, 79821, 107205, 0
214, 75137, 107151, 0
215, 87422, 107151, 0
216, 74272, 104572, 0
217, 70629, 106642, 0
218, 72202, 107135, 0
219, 80528, 107135, 0
220, 87380, 106691, 0
221, 71227, 107207, 0
222, 51705, 103705, 0
223, 89376, 107317, 0
224, 65962, 106086, 0
225, 76253, 104425, 0
226, 72776, 107327, 0
227, 83379, 107187, 0
228, 79478, 107187, 0
229, 81183, 106721, 0
230, 66857, 107016, 0
231, 73207, 107367, 0
232, 59998, 100545, 0
233, 78652, 104280, 0
234, 88243, 107334, 0
235, 68957, 107358, 0
236, 89643, 107365, 0
237, 74660, 105770, 0
238, 72600, 107366, 0
239, 67156, 107366, 0
240, 86568, 104071, 0
241, 88906, 106571, 0
242, 68527, 106903, 0
243, 77807, 106566, 0
244, 63367, 107339, 0
245, 67928, 107339, 0
246, 69205, 107052, 0
247, 79322, 107037, 0
248, 84493, 107007, 0
249, 79812, 104557, 0
250, 71477, 106013, 0
251, 79812, 107124, 0
252, 71618, 106980, 0
253, 69595, 104853, 0
254, 37818, 102859, 0
255, 51048, 103251, 0
256, 64436, 103251, 0
257, 78803, 107347, 0
258, 83903, 106105, 0
259, 72980, 106179, 0
260, 87895, 106654, 0
261, 60251, 107366, 0
262, 73788, 107367, 0
263, 68833, 104565, 0
264, 66884, 104817, 0
265, 86103, 107220, 0
266, 63432, 103681, 0
267, 55355, 103824, 0
268, 69167, 107246, 0
269, 66045, 105488, 0
270, 86815, 106475, 0
271, 62633, 107019, 0
272, 58401, 107366, 0
273, 48380, 83590, 0
274, 54895, 97802.8, 0
275, 64290, 103951, 0
276, 65729, 105814, 0
277, 60994, 106143, 0
278, 60097, 104643, 0
279, 68738, 104678, 0
280, 69018, 105383, 0
281, 59970, 107137, 0
282, 60734, 107137, 0
283, 62754, 107281, 0
284, 87210, 107281, 0
285, 70666, 107136, 0
286, 69639, 96233.2, 0
287, 83760, 105256, 0
288, 83012, 106797, 0
289, 74107, 107132, 0
290, 70724, 103719, 0
291, 82836, 101489, 0
292, 82450, 107335, 0
293, 78140, 97712.6, 0
294, 66792, 98310.3, 0
295, 87150, 107361, 0
296, 92123, 107281, 0
297, 91530, 107192, 0
298, 65739, 107157, 0
299, 67725, 105001, 0
300, 77035, 107134, 0
301, 81372, 106894, 0
302, 61411, 101831, 0
303, 77491, 107366, 0
304, 77825, 103644, 0
305, 69484, 107334, 0
306, 75559, 107289, 0
307, 79989, 104139, 0
308, 73915, 107352, 0
309, 87057, 107340, 0
310, 83183, 107364, 0
311, 85619, 107198, 0
312, 88560, 107205, 0
313, 71978, 107240, 0
314, 73435, 107156, 0
315, 63327, 106697, 0
316, 65056, 100724, 0
317, 85529, 107350, 0
318, 72041, 107352, 0
319, 69797, 107279, 0
320, 65507, 104911, 0
321, 76878, 107172, 0
322, 83751, 105164, 0
323, 50928, 100683, 0
324, 75951, 107074, 0
325, 72078, 104947, 0
326, 76750, 107068, 0
327, 75445, 106959, 0
328, 75551, 107348, 0
329, 76765, 107261, 0
330, 76661, 106761, 0
331, 78359, 106761, 0
332, 49926, 106212, 0
333, 63430, 102619, 0
334, 67051, 107361, 0
335, 57868, 102285, 0
336, 80641, 107281, 0
337, 94965, 107222, 0
338, 81410, 107221, 0
339, 68595, 105970, 0
340, 73568, 106997, 0
341, 64848, 107260, 0
342, 70224, 106745, 0
343, 84283, 107184, 0
344, 77732, 107340, 0
345, 94675, 107341, 0
346, 93337, 107365, 0
347, 60076, 106325, 0
348, 59723, 106075, 0
